price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,Quality,id
1003000.0,4,3,2290,6120,2,0,0,4,2170,120,1926,1993,468,1, 98115,67,1081
299800.0,2,1,790,5240,1,0,0,4,790,750,1925,1968,2,1, 98118,43,1082
299900.0,3,2,2720,6014,2,0,0,3,2720,750,2002,2001,941,9, 98092,-1,1083
691000.0,4,3,2550,8632,1,0,0,3,1700,850,1972,2002,542,13, 98033,30,1084
195000.0,2,1,1080,3899,1,0,0,4,1080,750,1972,2001,942,10, 98198,29,1085
405000.0,3,2,2470,9620,1,0,1,4,1570,900,1962,2001,943,10, 98198,39,1086
360000.0,2,1,850,7710,1,0,2,5,550,300,1909,1988,944,1, 98108,79,1087
256750.0,3,2,1990,8991,1,0,0,3,1570,420,1969,2010,945,2, 98042,41,1088
332500.0,3,2,1800,10500,2,0,0,3,1800,750,1995,2001,806,5, 98038,6,1089
975000.0,5,4,4850,36450,2,0,0,3,4850,750,1977,2004,946,3, 98005,27,1090
218000.0,3,1,1020,7874,1,0,0,3,1020,750,1956,2001,947,1, 98106,45,1091
429000.0,3,2,2420,49928,2,0,0,3,1860,560,1985,2001,948,14, 98027,16,1092
589000.0,4,2,2910,5776,2,0,2,3,2910,750,1998,2006,949,20, 98065,8,1093
255000.0,3,2,1060,9039,1,0,0,3,1060,750,1973,2013,950,18, 98058,40,1094
668750.0,4,2,2340,6420,1,0,2,3,1590,750,1964,2000,951,0, 98177,36,1095
344500.0,4,3,1800,5453,1,0,0,3,1050,750,2002,2001,321,18, 98055,-1,1096
452000.0,4,2,1660,6150,1,0,0,3,850,810,1945,2010,952,1, 98126,65,1097
540000.0,3,2,1300,62290,1,0,0,3,1300,750,1983,2009,953,4, 98053,26,1098
246000.0,3,2,1780,23819,1,0,0,3,1780,750,1953,2001,954,1, 98168,48,1099
535000.0,2,1,1030,4841,1,0,0,3,920,110,1939,1969,955,1, 98103,30,1100
970000.0,4,3,2790,5420,1,0,3,3,1130,1660,1963,2013,2,0, 98177,50,1101
430000.0,3,1,1150,3000,1,0,0,5,1150,750,1906,2001,956,1, 98103,95,1102
520000.0,4,2,3290,11446,2,0,0,3,3290,750,1992,2001,957,25, 98028,9,1103
712000.0,4,2,3400,247421,2,0,0,3,3400,750,2001,2001,958,29, 98051,0,1104
450000.0,2,1,1200,4000,1,0,0,3,1070,130,1940,1996,391,1, 98126,56,1105
220000.0,4,2,2160,8005,2,0,0,3,2160,750,1993,2001,959,40, 98047,8,1106
525000.0,3,1,1450,4000,1,0,1,4,950,500,1948,2001,960,1, 98118,53,1107
1220000.0,4,2,3240,3600,2,0,0,3,2060,1180,2008,2001,961,1, 98109,-7,1108
540000.0,3,2,1470,1691,2,0,0,3,1000,470,2007,2001,962,1, 98115,-6,1109
600000.0,4,2,2360,5226,2,0,0,3,2360,750,2001,2001,963,13, 98034,0,1110
600000.0,3,2,2230,9053,2,0,0,4,2230,750,1987,2001,964,3, 98007,14,1111
625000.0,4,2,2630,48706,2,0,0,3,2630,750,1986,2001,965,15, 98072,15,1112
150000.0,3,1,1010,25000,1,0,0,3,1010,750,1966,1963,966,19, 98014,-3,1113
389999.0,3,2,1445,1471,2,0,0,3,1300,145,2003,2001,240,14, 98027,-2,1114
285000.0,3,2,2380,6000,1,0,0,3,1320,1060,1935,1974,967,1, 98178,39,1115
744000.0,4,3,2830,13059,2,0,0,3,2830,750,1998,2006,968,8, 98075,8,1116
700000.0,4,2,3010,46173,2,0,0,3,3010,750,1996,2001,969,4, 98053,5,1117
318989.0,4,2,2000,9000,1,0,0,4,2000,750,1978,2000,970,12, 98023,22,1118
556000.0,3,2,2020,3600,2,0,0,3,2020,750,1998,2006,971,13, 98033,8,1119
275000.0,3,2,2030,6326,2,0,0,3,2030,750,1993,2001,972,5, 98038,8,1120
430000.0,3,3,2550,11160,2,0,0,3,2550,750,1994,2001,973,0, 98155,7,1121
300000.0,2,1,970,13700,1,0,0,3,970,750,1949,1998,974,1, 98106,49,1122
396450.0,3,2,1540,12446,1,0,0,5,1540,750,1967,2001,2,14, 98027,34,1123
225000.0,2,1,1396,111949,1,0,0,3,1396,750,1940,1997,975,4, 98053,57,1124
700000.0,4,3,2780,7875,2,0,0,3,2780,750,2006,2001,976,1, 98133,-5,1125
260000.0,6,2,2220,8797,1,0,0,3,2220,750,1977,2004,977,9, 98002,27,1126
655000.0,4,4,2350,13402,2,0,3,3,1670,680,1994,2001,978,13, 98033,7,1127
1185000.0,3,2,2760,40946,2,0,0,5,2760,750,1978,2001,979,3, 98005,23,1128
1550000.0,3,2,4460,26027,2,0,0,3,4460,750,1992,2001,2,13, 98033,9,1129
413800.0,3,2,1440,4421,1,0,0,3,1440,750,2007,2001,2,4, 98053,-6,1130
950000.0,5,4,5330,6000,2,0,2,3,3570,1760,2006,2001,980,14, 98027,-5,1131
334990.0,4,2,2220,4228,2,0,0,3,2220,750,2014,2001,2,1, 98146,-13,1132
2700000.0,5,5,5305,8401,2,0,2,3,3745,1560,2005,2001,271,13, 98033,-4,1133
1030000.0,3,4,3880,13095,2,0,3,3,3700,180,2009,2001,981,13, 98034,-8,1134
1130000.0,4,3,3810,8519,1,0,1,3,2680,1130,2007,2001,982,13, 98033,-6,1135
556000.0,3,3,1960,1168,2,0,0,3,1600,360,2007,2001,983,14, 98029,-6,1136
360000.0,3,2,1530,1131,3,0,0,3,1530,750,2009,2001,984,1, 98103,-8,1137
480000.0,4,2,3250,34293,2,0,0,4,3250,750,1983,2001,985,2, 98042,18,1138
324000.0,3,2,1750,7208,2,0,0,3,1750,750,1994,2001,986,18, 98055,7,1139
1050000.0,4,3,3440,35021,2,0,0,3,3440,750,1983,2009,987,13, 98033,26,1140
275000.0,1,1,1170,14149,1,0,0,5,880,290,1962,2001,988,38, 98022,39,1141
180000.0,3,1,870,5330,1,0,0,3,870,750,1969,2014,226,23, 98042,45,1142
749000.0,4,2,2930,18199,2,0,0,3,2930,750,1998,2006,989,8, 98075,8,1143
1600000.0,3,2,3160,12824,1,0,2,4,1820,1340,1966,2001,990,3, 98004,35,1144
373500.0,2,1,800,3330,1,0,0,3,800,750,1918,2001,991,1, 98107,83,1145
770000.0,4,2,2350,8001,2,0,0,4,2350,750,1987,2001,992,3, 98006,14,1146
356000.0,2,2,1060,16470,1,0,0,3,1060,750,1977,2004,993,15, 98072,27,1147
625000.0,3,2,2060,12558,1,0,0,4,1350,710,1984,2001,994,4, 98052,17,1148
494400.0,2,2,1560,1750,1,0,0,4,780,780,1904,2001,995,1, 98109,97,1149
585000.0,4,2,3000,42200,1,0,3,3,1500,1500,1950,2005,925,18, 98056,55,1150
926300.0,3,2,1660,4800,2,0,0,3,1660,750,1907,1983,996,1, 98119,76,1151
600000.0,3,2,1650,5100,1,0,0,5,1040,610,1908,2001,997,1, 98115,93,1152
430000.0,4,3,3220,8936,2,0,0,3,2450,770,1990,2009,998,2, 98031,19,1153
307000.0,3,2,2320,7500,1,0,0,3,2320,750,1976,2001,999,21, 98019,25,1154
604700.0,4,3,2750,14982,1,0,3,3,1720,1030,1981,2013,1000,10, 98198,32,1155
219900.0,3,1,910,6000,1,0,0,2,910,750,1956,2001,1001,1, 98146,45,1156
270000.0,2,2,840,867,2,0,0,3,840,750,2005,2001,1002,1, 98115,-4,1157
432000.0,3,2,1470,1578,2,0,0,3,1090,380,2007,2001,1003,1, 98136,-6,1158
300000.0,6,2,2040,10812,1,0,0,4,2040,750,1943,2001,1004,18, 98056,58,1159
361000.0,3,1,1100,4046,1,0,4,4,1100,750,1922,2001,1005,10, 98198,79,1160
249950.0,2,1,940,8532,1,0,0,4,940,750,1959,2001,1006,22, 98166,42,1161
320000.0,3,2,1110,10500,1,0,0,5,1110,750,1978,2001,1007,6, 98045,23,1162
305000.0,4,2,2200,8100,1,0,0,5,1400,800,1942,2001,1008,1, 98168,59,1163
503000.0,2,2,2860,59612,1,1,4,3,1510,1350,1948,2003,1009,12, 98023,55,1164
235750.0,2,1,740,11250,1,0,0,2,740,750,1938,2001,1010,1, 98146,63,1165
657000.0,4,2,2740,8520,1,0,2,3,1370,1370,1954,2005,325,1, 98118,51,1166
385000.0,3,1,1250,7300,1,0,0,4,1250,750,1956,2001,1011,3, 98008,45,1167
389950.0,4,2,3140,8060,2,0,0,3,3140,750,1991,2001,1012,12, 98023,10,1168
150000.0,2,1,820,10270,1,0,0,3,820,750,1954,2005,1013,1, 98168,51,1169
254500.0,4,3,2570,7264,2,0,0,3,1720,850,1998,2006,1014,9, 98092,8,1170
555000.0,4,2,2350,8140,1,0,0,4,1430,920,1977,2001,1015,3, 98006,24,1171
1075000.0,4,3,3600,9200,1,0,4,4,2100,1500,1976,1992,1016,3, 98008,16,1172
245000.0,4,2,1580,8000,1,0,0,3,1040,540,1967,2011,1017,12, 98003,44,1173
319950.0,2,1,1070,5824,1,0,2,5,1070,750,1949,2001,1018,1, 98178,52,1174
337000.0,3,1,1070,6109,1,0,0,5,1070,750,1951,2001,1019,1, 98125,50,1175
492000.0,4,2,1640,5000,2,0,0,3,1640,750,1907,1983,1020,1, 98107,76,1176
1170000.0,3,3,2890,12130,2,0,3,4,2830,60,1987,2001,1021,13, 98033,14,1177
348580.0,3,1,1220,7876,1,0,0,3,1220,750,1966,1963,547,13, 98034,-3,1178
180000.0,2,1,1400,4500,1,0,0,3,900,500,1922,2008,654,18, 98057,86,1179
400000.0,3,1,1040,6250,1,0,0,3,1040,750,1942,1999,1022,1, 98136,57,1180
295000.0,4,2,980,10640,1,0,0,5,980,750,1978,2001,1023,6, 98045,23,1181
910000.0,4,3,3340,10890,1,0,0,3,2240,1100,1963,2000,1024,4, 98052,37,1182
1150000.0,6,4,6040,219542,2,0,0,3,4100,1940,1996,2001,1025,14, 98029,5,1183
431500.0,3,4,1900,1612,2,0,0,3,1430,470,2008,2001,1026,1, 98136,-7,1184
180000.0,4,2,1740,7292,1,0,0,3,1020,720,1962,2003,1027,36, 98168,41,1185
677000.0,3,2,2000,3207,1,0,0,4,1100,900,1916,2001,1028,1, 98103,85,1186
1180500.0,3,2,1610,7200,1,0,0,3,1090,520,1973,2013,1029,1, 98112,40,1187
635700.0,4,2,3240,13978,1,0,0,3,1860,1380,1977,2004,1030,8, 98074,27,1188
482000.0,5,2,2230,9600,1,0,0,3,1320,910,1978,2001,1031,15, 98077,23,1189
168000.0,2,2,1160,2174,2,0,0,3,1160,750,1998,2006,2,1, 98106,8,1190
805000.0,4,3,2410,6000,1,0,0,5,1410,1000,1950,2001,1032,1, 98107,51,1191
398000.0,2,1,590,10945,1,0,0,3,590,750,1983,2009,2,28, 98010,26,1192
665000.0,4,2,2600,17388,2,0,0,3,2600,750,1996,2001,1033,26, 98059,5,1193
592500.0,4,3,2170,8240,1,0,0,4,1370,800,1968,2001,1034,4, 98052,33,1194
940000.0,4,3,2080,4000,1,0,0,3,2080,750,1912,2000,1035,1, 98107,88,1195
655000.0,4,2,2860,12394,2,0,0,3,2860,750,1999,2001,1036,8, 98075,2,1196
622500.0,4,2,2980,8107,2,0,0,3,2980,750,2000,2001,1037,20, 98065,1,1197
380000.0,2,2,1230,987,2,0,0,3,1060,170,2011,2001,1038,1, 98144,-10,1198
648360.0,4,2,2260,7005,1,0,1,4,1130,1130,1947,1988,1039,13, 98033,41,1199
432000.0,3,3,2200,14925,1,0,0,3,1100,1100,1982,2001,1040,4, 98053,19,1200
1050000.0,4,2,3030,12590,1,0,0,4,3030,750,1988,2001,1041,3, 98004,13,1201
353250.0,2,1,1060,1600,2,0,0,3,1060,750,1979,2014,1042,1, 98144,35,1202
1000000.0,4,3,4260,18687,2,0,0,3,4260,750,1996,2001,1043,8, 98075,5,1203
320000.0,3,2,998,844,2,0,0,3,798,200,2007,2001,416,1, 98117,-6,1204
349900.0,4,2,2052,3723,2,0,0,3,2052,750,2014,2001,1044,12, 98003,-13,1205
330000.0,4,4,3150,6202,2,0,0,3,3150,750,2005,2001,1045,2, 98042,-4,1206
408000.0,3,2,1950,7221,1,0,0,4,1950,750,2006,2001,1046,36, 98188,-5,1207
321000.0,3,2,1347,1292,3,0,0,3,1347,750,2010,2001,2,1, 98125,-9,1208
1051000.0,4,4,3860,5474,2,0,0,3,3860,750,2007,2001,1047,14, 98029,-6,1209
2150000.0,4,6,5060,10320,2,0,0,3,5060,750,2008,2001,2,3, 98004,-7,1210
359000.0,3,2,1360,885,3,0,0,3,1360,750,2008,2001,1,1, 98103,-7,1211
300000.0,5,2,2760,6000,2,0,0,3,2760,750,2006,2001,1048,1, 98108,-5,1212
380000.0,5,4,2420,4670,2,0,0,3,2420,750,2013,1923,1049,1, 98118,-90,1213
660000.0,3,2,2450,4332,2,0,0,3,2450,750,2010,2001,1050,4, 98053,-9,1214
355000.0,3,2,1280,959,3,0,0,3,1280,750,2005,2001,1051,1, 98103,-4,1215
259000.0,3,2,1550,3569,2,0,0,3,1550,750,2011,2001,1052,9, 98002,-10,1216
353000.0,1,1,550,1279,2,0,0,3,550,750,2008,2001,1053,1, 98122,-7,1217
430000.0,2,2,1520,1588,2,0,0,3,1240,280,2007,2001,1054,1, 98144,-6,1218
460000.0,3,1,1670,4005,1,0,0,4,1170,500,1939,1989,1055,1, 98117,50,1219
80000.0,1,1,430,5050,1,0,0,2,430,750,1912,2001,1056,19, 98014,89,1220
782000.0,4,2,2380,9614,2,0,0,4,2380,750,1991,2001,1057,3, 98006,10,1221
218000.0,3,1,960,9633,1,0,0,5,960,750,1982,2001,1058,38, 98022,19,1222
325000.0,3,1,1920,6862,1,0,2,3,1120,800,1952,2008,247,1, 98118,56,1223
980000.0,4,3,3680,5854,1,0,3,3,2060,1620,1967,2011,1059,1, 98199,44,1224
902000.0,4,2,2530,9200,1,0,0,5,1570,960,1976,2001,1060,3, 98006,25,1225
556000.0,5,2,3840,16905,2,0,0,3,3840,750,1991,2001,1061,12, 98023,10,1226
662990.0,3,2,1240,3600,1,0,0,5,1240,750,1926,2001,1062,1, 98116,75,1227
225000.0,2,1,1300,11867,1,0,0,4,1300,750,1975,2001,1063,29, 98051,26,1228
439950.0,4,2,2380,12067,2,0,0,3,2380,750,2002,2001,1064,18, 98059,-1,1229
175000.0,2,1,1300,44431,1,0,0,5,1300,750,1958,2001,1065,9, 98001,43,1230
306000.0,2,1,780,13500,1,0,0,4,780,750,1946,1989,1066,15, 98077,43,1231
235000.0,4,2,1810,39639,1,0,0,3,1230,580,1970,2014,1067,2, 98042,44,1232
399500.0,3,2,2420,12676,2,0,0,3,2420,750,1911,1986,1068,6, 98045,75,1233
478000.0,3,1,1280,2580,1,0,0,3,1280,750,1910,2014,1069,1, 98115,104,1234
515000.0,2,1,1680,6500,1,0,0,4,1140,540,1941,1998,1070,1, 98136,57,1235
550000.0,3,2,2510,5400,2,0,0,3,2510,750,1992,2001,1071,18, 98056,9,1236
149000.0,3,1,1700,8645,1,0,0,3,1700,750,1955,2005,1072,1, 98146,50,1237
526000.0,3,2,1680,3420,1,0,0,3,960,720,1992,2001,1073,1, 98115,9,1238
527550.0,1,1,820,59677,1,0,0,3,820,750,1999,2001,1074,20, 98065,2,1239
1050000.0,3,4,4380,42769,2,0,0,5,4380,750,1983,2001,1075,4, 98052,18,1240
625000.0,3,2,2600,10092,1,0,0,3,2600,750,1984,2001,1076,8, 98074,17,1241
950000.0,5,3,3400,7452,2,0,0,3,3400,750,1999,2001,1077,3, 98007,2,1242
377691.0,5,2,2120,8399,1,0,0,4,1320,800,1942,1982,1078,0, 98133,40,1243
648475.0,4,3,2250,5700,1,0,0,3,1200,1050,1951,1994,1079,1, 98109,43,1244
383000.0,3,1,1800,5612,1,0,0,4,1200,600,1942,1982,1080,1, 98126,40,1245
535000.0,3,2,2210,7620,2,0,0,3,2210,750,1994,2001,1081,4, 98052,7,1246
449950.0,3,2,1560,4080,2,0,0,3,1560,750,1923,1982,1082,1, 98115,59,1247
465425.0,4,3,2430,20720,1,0,0,3,2430,750,1967,2011,1083,15, 98072,44,1248
675000.0,4,2,2560,36601,2,0,0,4,2560,750,1987,2001,1084,8, 98075,14,1249
599000.0,3,3,1960,2500,1,0,0,5,1410,550,1926,2001,1085,1, 98103,75,1250
416000.0,3,2,1110,9762,1,0,0,4,1110,750,1963,2001,1086,4, 98052,38,1251
595000.0,2,2,1030,4500,1,0,0,3,830,200,1924,2011,1087,1, 98109,87,1252
200000.0,4,1,1350,11507,1,0,0,3,1350,750,1966,1963,2,18, 98055,-3,1253
402000.0,3,2,1540,1827,2,0,0,3,1540,750,2005,2001,1088,14, 98029,-4,1254
433000.0,4,2,1830,9600,1,0,0,4,1010,820,1966,2001,1089,3, 98006,35,1255
275000.0,4,2,1930,15531,2,0,0,3,1930,750,1979,2014,1090,12, 98003,35,1256
410000.0,3,2,1650,9641,1,0,0,3,1650,750,1983,2009,1091,13, 98034,26,1257
554820.0,4,2,3510,12905,1,0,2,3,2210,1300,1965,1982,1092,22, 98166,17,1258
1325000.0,4,3,3370,7920,1,0,3,3,1860,1510,1988,2000,1093,1, 98117,12,1259
735000.0,3,2,2390,9157,2,0,0,3,2390,750,1984,2001,2,4, 98052,17,1260
607000.0,3,1,1230,8114,1,0,0,4,1230,750,1951,1999,1094,3, 98004,48,1261
549900.0,4,3,2830,213879,2,0,0,4,2830,750,1987,2001,1095,9, 98092,14,1262
258000.0,3,2,1620,7540,1,0,0,3,1310,310,1988,2000,1096,5, 98038,12,1263
661254.0,4,4,2290,6250,1,0,0,5,1690,600,1940,2001,1097,1, 98116,61,1264
945000.0,4,2,2840,13367,1,0,0,3,1420,1420,1952,2008,1098,30, 98004,56,1265
799950.0,4,4,4220,196817,2,0,0,3,4220,750,1993,2001,1099,9, 98092,8,1266
132500.0,3,1,1080,10500,1,0,0,3,1080,750,1967,2011,1100,9, 98001,44,1267
467100.0,3,2,1620,8645,1,0,0,3,1190,430,1973,2013,2,4, 98052,40,1268
1610000.0,4,4,4390,11600,2,0,3,3,3060,1330,1990,2009,1101,27, 98040,19,1269
641000.0,3,2,1620,3975,1,0,0,5,940,680,1926,2001,803,1, 98117,75,1270
350000.0,3,1,1010,11244,1,0,0,4,1010,750,1947,1988,1102,0, 98155,41,1271
335000.0,4,2,1750,8476,1,0,0,4,1240,510,1983,2001,1103,18, 98058,18,1272
900000.0,3,4,4080,217697,1,0,3,3,4080,750,2000,2001,1104,9, 98092,1,1273
440000.0,4,2,2560,10400,1,0,0,4,1280,1280,1965,2001,1105,14, 98027,36,1274
464600.0,3,2,1120,5500,1,0,0,4,1120,750,1925,1968,1106,1, 98136,43,1275
1200000.0,4,4,4740,172497,2,0,0,3,4740,750,2003,2001,1107,4, 98053,-2,1276
300000.0,2,1,1340,7788,1,0,2,3,1340,750,1947,2012,1108,1, 98178,65,1277
670500.0,4,2,1590,6750,1,0,0,3,1590,750,1951,1994,1109,1, 98102,43,1278
552000.0,3,1,1430,5000,1,0,0,4,1080,350,1919,1985,1069,1, 98115,66,1279
244000.0,4,1,1450,8960,1,0,0,3,1450,750,1943,2002,1110,1, 98146,59,1280
788600.0,4,3,3500,7200,2,0,0,3,3500,750,2005,2001,2,4, 98053,-4,1281
445000.0,3,2,1630,8702,1,0,0,3,1630,750,1987,2000,1111,18, 98056,13,1282
530000.0,4,2,1814,5000,1,0,0,4,944,870,1951,1999,1112,1, 98115,48,1283
90000.0,2,1,580,7500,1,0,0,3,580,750,1943,2002,1113,1, 98178,59,1284
585000.0,3,2,1670,4572,1,0,0,3,1670,750,1931,2001,1114,1, 98117,70,1285
498000.0,2,2,1140,8282,1,0,0,3,1140,750,1924,2009,1115,13, 98033,85,1286
379000.0,2,1,800,6380,1,0,2,3,800,750,1940,1996,1116,1, 98115,56,1287
462000.0,3,2,1300,2580,1,0,0,5,820,480,1919,1934,1117,1, 98115,15,1288
388000.0,4,2,2440,7155,2,0,0,3,2440,750,1993,2001,1118,18, 98058,8,1289
255000.0,3,2,1490,8371,1,0,0,3,1490,750,1984,2001,1119,2, 98031,17,1290
665000.0,3,3,1800,9550,1,0,0,4,1320,480,1966,2001,1120,3, 98006,35,1291
550000.0,3,2,1830,9152,1,0,0,5,1830,750,1959,2001,1121,3, 98006,42,1292
606000.0,3,1,1500,3920,1,0,0,3,1000,500,1947,2012,1122,1, 98107,65,1293
334000.0,4,2,2210,6080,1,0,2,4,1410,800,1965,2001,1123,1, 98178,36,1294
360000.0,3,2,1270,1323,3,0,0,3,1270,750,2006,2001,1124,1, 98103,-5,1295
235000.0,2,1,1140,1730,1,0,0,3,1010,130,2007,2001,314,1, 98126,-6,1296
580000.0,3,2,1620,1173,3,0,4,3,1470,150,2008,2001,1125,1, 98103,-7,1297
355000.0,3,2,1220,1186,3,0,0,3,1220,750,2007,2001,2,1, 98103,-6,1298
375000.0,2,2,750,1430,2,0,0,3,750,750,2006,2001,1126,1, 98122,-5,1299
372000.0,4,2,1960,9300,1,0,0,5,1340,620,1979,2001,1127,6, 98045,22,1300
479000.0,3,1,1370,3000,1,0,0,3,1370,750,1924,2011,1128,1, 98103,87,1301
2000000.0,5,4,4580,4443,3,1,4,3,4580,750,2004,2003,1129,8, 98075,-1,1302
1680000.0,4,4,5584,68257,2,0,0,3,5584,750,1998,2006,1130,19, 98014,8,1303
501000.0,2,1,1010,4320,1,0,0,5,1010,750,1924,1956,1131,1, 98115,32,1304
245000.0,3,2,1260,6908,1,0,0,3,1260,750,1994,2001,1132,5, 98038,7,1305
496700.0,3,2,1740,5782,2,0,0,4,1740,750,1989,2001,1133,14, 98029,12,1306
347000.0,4,2,2670,10026,2,0,0,3,2670,750,1996,2001,1134,9, 98092,5,1307
199000.0,2,1,720,7200,1,0,0,5,720,750,1943,2001,886,18, 98058,58,1308
440500.0,3,2,2460,4399,2,0,0,3,2460,750,2007,2001,1135,20, 98065,-6,1309
820000.0,4,2,3670,7000,2,0,0,3,3670,750,2005,2001,1136,8, 98075,-4,1310
325000.0,4,4,2630,3435,1,0,3,3,1640,990,1984,2001,1137,36, 98188,17,1311
195000.0,3,2,1570,8459,1,0,0,3,1570,750,1991,2001,1138,38, 98022,10,1312
675000.0,3,3,2980,28000,1,0,0,3,1820,1160,1981,2013,2,4, 98052,32,1313
295000.0,3,2,1560,4200,2,0,0,3,1560,750,2003,2001,1139,5, 98038,-2,1314
355300.0,3,2,1620,7410,1,0,0,5,1620,750,1955,2001,2,0, 98133,46,1315
276000.0,3,1,1140,5000,1,0,0,3,1140,750,1960,2012,1140,1, 98106,52,1316
460000.0,2,2,2730,19877,1,0,0,4,1570,1160,1976,1992,1141,21, 98019,16,1317
880000.0,3,2,2130,35169,1,0,0,4,2130,750,1989,2001,1142,15, 98072,12,1318
370000.0,3,2,1780,4050,2,0,0,3,1780,750,2001,2001,1143,0, 98155,0,1319
346000.0,4,2,2100,3916,2,0,0,3,2100,750,2009,2001,1144,18, 98058,-8,1320
172500.0,3,1,1140,8800,1,0,0,3,1140,750,1972,2002,1145,9, 98001,30,1321
379950.0,3,2,1690,9144,1,0,0,4,1140,550,1956,2001,1146,25, 98028,45,1322
468000.0,2,1,1160,6000,1,0,0,4,860,300,1942,1982,1147,1, 98115,40,1323
477000.0,4,3,1720,6270,2,0,0,3,1720,750,1978,2001,1148,1, 98118,23,1324
529000.0,3,1,1210,3328,1,0,0,4,1210,750,1924,2001,1149,1, 98107,77,1325
312000.0,3,2,1255,1374,3,0,0,3,1255,750,2004,2003,1150,1, 98125,-1,1326
326100.0,2,1,880,7683,1,0,0,3,880,750,1942,1999,1151,1, 98177,57,1327
360000.0,3,1,1050,9206,1,0,0,3,1050,750,1954,2005,1152,1, 98125,51,1328
438000.0,3,2,1650,12940,1,0,0,4,1650,750,1961,2001,1034,25, 98028,40,1329
360000.0,3,1,1570,9467,1,0,0,3,1570,750,1954,2005,1153,0, 98177,51,1330
1050000.0,4,2,2920,7200,1,0,3,3,1470,1450,1921,2006,2,1, 98144,85,1331
688000.0,4,3,3000,4000,1,0,3,3,1970,1030,1913,2014,326,1, 98144,101,1332
585000.0,3,2,1850,7735,1,0,0,4,1850,750,1983,2001,1154,14, 98027,18,1333
265000.0,3,2,1440,7741,1,0,0,4,1000,440,1983,2001,1155,2, 98031,18,1334
375000.0,3,2,1440,8775,1,0,0,3,1440,750,1973,2013,1156,13, 98034,40,1335
326500.0,3,1,1810,12375,2,0,0,3,1810,750,1970,2014,1157,15, 98072,44,1336
160000.0,2,1,1180,9350,1,0,0,3,1180,750,1918,2001,1158,1, 98178,83,1337
1570000.0,4,4,3070,5850,2,0,0,5,2400,670,1927,2001,1159,1, 98112,74,1338
735000.0,5,3,3390,5211,2,0,0,3,3390,750,2004,2003,2,8, 98075,-1,1339
400000.0,2,1,1470,6120,1,0,0,2,1470,750,1940,2001,672,1, 98115,61,1340
800000.0,4,2,2680,7200,1,0,0,3,1380,1300,1952,2013,1160,13, 98033,61,1341
949880.0,4,2,2290,10687,2,0,0,3,2290,750,1978,2001,1161,3, 98004,23,1342
405000.0,3,2,1980,8100,1,0,0,4,1310,670,1949,1985,1162,0, 98133,36,1343
399000.0,4,2,2870,9292,2,0,0,3,2540,330,1979,2014,1163,18, 98058,35,1344
730001.0,3,2,1840,4750,1,0,0,5,1010,830,1951,2001,548,1, 98117,50,1345
1795000.0,4,3,4060,13000,2,0,3,3,4060,750,2000,2001,1164,27, 98040,1,1346
260000.0,3,2,1630,8018,1,0,0,3,1630,750,2003,2001,1165,40, 98047,-2,1347
751750.0,2,2,1880,5400,1,0,0,3,1880,750,1902,2001,1166,1, 98112,99,1348
325000.0,3,2,1780,13095,1,0,0,4,1780,750,1983,2001,1167,2, 98042,18,1349
344950.0,4,2,2330,6250,1,0,0,4,1400,930,1941,1998,940,2, 98030,57,1350
457500.0,3,2,1840,4030,1,0,0,5,1050,790,1925,2001,1168,1, 98108,76,1351
389000.0,5,2,2330,10750,1,0,0,4,1190,1140,1962,2001,1169,25, 98028,39,1352
515000.0,4,2,3200,6473,2,0,0,3,3200,750,2005,2001,1170,18, 98059,-4,1353
732000.0,3,2,2330,1987,2,0,4,3,1410,920,2004,2003,1171,1, 98107,-1,1354
415000.0,3,2,1950,8868,1,0,0,3,1350,600,1964,2000,1172,0, 98155,36,1355
1655000.0,4,4,3080,4815,2,0,3,3,2300,780,1937,2009,2,1, 98199,72,1356
535000.0,2,1,1040,5527,1,0,0,3,1040,750,1951,1994,1173,1, 98115,43,1357
540000.0,4,4,1960,3565,2,0,0,3,1960,750,1940,2003,352,1, 98116,63,1358
525000.0,5,3,2750,3800,1,0,0,5,1750,1000,1926,2001,1131,1, 98115,75,1359
570000.0,3,2,1930,36210,1,0,0,3,1930,750,1977,2004,1174,15, 98072,27,1360
569950.0,5,4,4850,40902,2,0,0,3,4850,750,2001,2001,1175,12, 98023,0,1361
283200.0,4,2,1982,6406,2,0,0,3,1982,750,2004,2003,1176,2, 98030,-1,1362
1100000.0,3,3,2640,4050,1,0,0,5,1750,890,1926,2001,1177,1, 98112,75,1363
830000.0,4,2,1850,50662,1,0,0,3,1430,420,1978,2001,1178,4, 98052,23,1364
495000.0,4,2,1940,9144,1,0,0,4,1430,510,1956,2001,1179,3, 98007,45,1365
292050.0,5,3,2840,7199,1,0,0,3,1710,1130,2003,2001,1180,33, 98178,-2,1366
415000.0,5,2,1900,10226,1,0,0,3,1130,770,1961,2004,1181,13, 98034,43,1367
295832.0,5,1,1410,6400,1,0,0,5,960,450,1955,2001,1182,10, 98198,46,1368
450000.0,4,2,2520,8515,2,0,0,3,2520,750,1999,2001,1183,21, 98019,2,1369
1381000.0,4,4,3160,9525,2,0,0,3,3160,750,1997,2001,1184,27, 98040,4,1370
857000.0,4,3,3720,29043,2,0,0,3,3720,750,1991,2001,1185,13, 98033,10,1371
